"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.236860875E0,-5.938151550E-1,9.859996033E0,1.044527893E0
3.246903875E0,-6.134243774E-1,9.864037628E0,1.063688049E0
3.256948875E0,-6.197113037E-1,9.809251556E0,1.105750580E0
3.267003875E0,-6.138734436E-1,9.780810699E0,1.107247467E0
3.277085875E0,-6.185137939E-1,9.726024628E0,1.092428284E0
3.287144875E0,-5.996530151E-1,9.706565094E0,1.099313965E0
3.297206875E0,-5.658233643E-1,9.667945404E0,1.123563538E0
3.307236875E0,-5.408253479E-1,9.651329956E0,1.159039764E0
3.317291875E0,-5.348377991E-1,9.617350616E0,1.218017120E0
3.327379875E0,-5.951623535E-1,9.685608673E0,1.193318481E0
3.337418875E0,-5.777984619E-1,9.801168365E0,1.195863190E0
3.347465875E0,-5.634283447E-1,9.833052063E0,1.140328674E0
3.357554875E0,-5.682183838E-1,9.845625916E0,1.054557037E0
3.367612875E0,-6.116281128E-1,9.909692688E0,9.898915100E-1
3.377642875E0,-6.456074524E-1,9.950857086E0,1.026565247E0
3.387725875E0,-7.402107239E-1,9.911339264E0,1.071172485E0
3.397757875E0,-8.753796387E-1,9.820478210E0,1.165177002E0
3.407846875E0,-9.828561401E-1,9.785001984E0,1.267863464E0
3.417903875E0,-9.966275024E-1,9.749376068E0,1.280886383E0
3.427934875E0,-9.904902649E-1,9.840087433E0,1.223405914E0
3.438019875E0,-8.798703003E-1,9.890981598E0,1.101409607E0
3.448080875E0,-7.929011536E-1,9.926607513E0,1.045575714E0
3.458108875E0,-7.219487000E-1,9.963281250E0,1.024619293E0
3.468165875E0,-6.617738342E-1,9.941277008E0,1.027613068E0
3.478252875E0,-6.360273743E-1,9.859696655E0,1.052311707E0
3.488279875E0,-6.379733276E-1,9.777667236E0,1.080004120E0
3.498368875E0,-6.378236389E-1,9.743538208E0,1.089584198E0
3.508395875E0,-6.264472961E-1,9.764644318E0,1.080303497E0
3.518479875E0,-6.141728210E-1,9.783205719E0,1.010249176E0
3.528544875E0,-6.188131714E-1,9.748028870E0,1.019230499E0
3.538572875E0,-6.282435608E-1,9.740544434E0,1.036444702E0
3.548661875E0,-6.706054688E-1,9.735604706E0,1.072669373E0
