"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.422979875E0,-4.657296989E-3,1.135330657E-1,-3.411885508E-2
3.432996875E0,-9.570773971E-3,1.201910709E-1,-9.301295559E-3
3.442998875E0,1.532773066E-3,1.148395986E-1,4.248185468E-3
3.453008875E0,-2.139008844E-4,6.460085623E-2,-2.275365399E-2
3.463018875E0,-3.301247508E-2,2.245369411E-2,-8.672923730E-2
3.473026875E0,8.313999478E-3,-7.489663697E-3,-1.349093350E-1
3.483036875E0,3.940708148E-2,2.925322020E-2,-6.888855551E-2
3.493047875E0,6.441293676E-2,1.158529280E-2,6.735659814E-4
3.503063875E0,8.160432637E-2,6.032925848E-3,-2.300121734E-2
3.513073875E0,8.282280388E-2,6.265665017E-3,-2.426258281E-2
3.523076875E0,9.856482404E-2,3.843321401E-2,-1.628754711E-1
3.533088875E0,1.026856127E-1,9.279938718E-2,-1.480357677E-1
3.543098875E0,7.823646720E-2,1.486921450E-1,-1.032733219E-1
3.553106875E0,5.466934673E-2,1.239357831E-1,-9.383531308E-4
3.563109875E0,1.234105227E-2,1.437766192E-1,1.005617030E-1
3.573119875E0,1.543246719E-2,1.440373502E-1,1.002375114E-1
3.583115875E0,-9.147125610E-2,8.964896221E-2,1.653401273E-1
3.593129875E0,-1.295584566E-1,1.558897294E-1,1.521547930E-1
3.603139875E0,-9.694987790E-2,1.626949931E-1,1.837880013E-1
3.613163875E0,-9.488597522E-2,1.776558801E-1,1.343566817E-1
3.623143875E0,-7.366537438E-2,2.422686728E-1,9.397338018E-2
3.633153875E0,-7.731429733E-2,2.419678701E-1,9.427358902E-2
3.643167875E0,5.825677456E-3,2.173477666E-1,1.341696879E-3
3.653181875E0,4.205462764E-2,2.268079403E-1,-3.601742316E-2
3.663191875E0,3.957263078E-2,2.265365381E-1,-3.521663784E-2
3.673192875E0,7.114530666E-2,9.700181762E-2,-8.048520584E-2
3.683200875E0,6.923308442E-2,6.714826881E-2,-6.082539587E-2
3.693210875E0,5.114567754E-2,1.501609747E-2,-3.787716436E-2
3.703229875E0,4.603256611E-2,-3.992613608E-3,-1.148665986E-2
3.713243875E0,5.013149626E-2,-9.152056229E-3,4.817642945E-2
3.723253875E0,4.733098602E-2,-9.205571386E-3,4.695833566E-2
3.733238875E0,4.349194634E-2,4.100739132E-3,9.992511481E-2
3.743262875E0,2.666101702E-2,5.685369748E-2,1.022212250E-1
3.753272875E0,3.797084315E-2,7.953686055E-2,7.593201098E-2
3.763264875E0,4.060672914E-2,1.498611131E-1,1.285989216E-2
3.773288875E0,2.521083217E-2,2.075212832E-1,-4.027901554E-2
3.783298875E0,2.902237395E-2,1.863096313E-1,-9.687189523E-3
3.793320875E0,2.129322280E-2,1.597193816E-1,3.299374800E-2
3.803315875E0,4.533888762E-3,1.352695326E-1,5.340564923E-2
3.813325875E0,4.439812258E-3,1.351865569E-1,5.405721635E-2
3.823316875E0,-6.619788614E-2,4.604339716E-2,5.405780564E-2
