"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.670179687E0,-1.937000006E-1,5.076999664E-1,-6.350000203E-2
2.680106250E0,-1.218999997E-1,4.537999928E-1,-1.586999893E-1
2.690032812E0,-2.639999986E-2,3.712999821E-1,-1.472000033E-1
2.699959375E0,5.549999699E-2,4.375999868E-1,4.829999804E-2
2.709884375E0,1.580999941E-1,3.770000041E-1,8.919999748E-2
2.719810937E0,1.468999982E-1,3.775999844E-1,2.140999883E-1
2.729737500E0,1.160999984E-1,4.111000001E-1,2.164999992E-1
2.739664062E0,4.559999704E-2,3.601999879E-1,2.425999939E-1
2.749590625E0,3.959999979E-2,3.947999775E-1,1.149999946E-1
2.759517187E0,4.629999772E-2,3.603000045E-1,4.609999806E-2
2.769443750E0,7.069999725E-2,2.842999995E-1,2.329999954E-2
2.779368750E0,3.579999879E-2,2.836999893E-1,-5.829999968E-2
2.789295312E0,-7.029999793E-2,2.132999897E-1,2.799999900E-2
2.799221875E0,-9.259999543E-2,2.199999988E-1,-7.849999517E-2
2.809148437E0,-3.039999865E-2,1.656999886E-1,-1.779999882E-1
2.819075000E0,-3.900000080E-2,1.667999923E-1,-3.003000021E-1
2.829001562E0,-5.929999799E-2,1.275999993E-1,-4.347999990E-1
2.838926562E0,-1.819999889E-2,1.279999912E-1,-3.502999842E-1
2.848853125E0,-6.399999838E-3,1.421999931E-1,-1.801999956E-1
2.858779687E0,-4.989999905E-2,1.606999934E-1,2.055999935E-1
2.868706250E0,-1.679999940E-2,1.823999882E-1,4.637999833E-1
2.878632812E0,-9.399999678E-2,2.479999959E-1,5.029999614E-1
2.888557812E0,-9.109999985E-2,2.472999990E-1,2.430000007E-1
2.898484375E0,-1.799999969E-3,2.768999934E-1,5.029999837E-2
2.908410937E0,7.639999688E-2,2.912999988E-1,-5.599999800E-2
2.918337500E0,7.039999962E-2,3.200999796E-1,-5.040000007E-2
2.928264062E0,1.087999940E-1,3.276000023E-1,7.909999788E-2
2.938190625E0,-1.999999949E-4,3.362999856E-1,4.069999978E-2
2.948117187E0,-1.280999929E-1,3.655000031E-1,2.439999953E-2
2.958042187E0,-1.491999924E-1,3.840000033E-1,-8.449999988E-2
2.967970312E0,-2.699999809E-1,4.418999851E-1,-1.052999943E-1
2.977895312E0,-1.718999892E-1,4.219000041E-1,6.599999964E-3
2.987821875E0,-9.070000052E-2,3.660999835E-1,1.723999977E-1
2.997748437E0,-2.979999967E-2,3.792999983E-1,1.973000020E-1
3.007675000E0,9.510000050E-2,3.939999938E-1,1.884000003E-1
3.017600000E0,1.604000032E-1,3.964000046E-1,4.849999771E-2
3.027528125E0,1.811999977E-1,3.482999802E-1,3.299999982E-3
3.037453125E0,2.736999989E-1,3.371999860E-1,4.999999702E-2
3.047379687E0,2.291999906E-1,2.687999904E-1,1.014999971E-1
3.057306250E0,7.490000129E-2,2.996000051E-1,1.336999983E-1
3.067232812E0,5.339999869E-2,3.361999989E-1,2.511000037E-1
3.077159375E0,9.699999355E-3,3.185999990E-1,-4.899999872E-2
3.087084375E0,2.740000002E-2,2.266999930E-1,-2.372999936E-1
3.097010937E0,1.393999904E-1,1.332999915E-1,-2.106999904E-1
3.106937500E0,4.349999875E-2,1.973000020E-1,-9.669999778E-2
3.116864062E0,-2.339999937E-2,2.102999985E-1,4.219999909E-2
3.126790625E0,-1.589999907E-2,1.574999988E-1,-4.360000044E-2
3.136717187E0,-1.322999895E-1,1.553999931E-1,-8.999999613E-2
3.146643750E0,-4.429999739E-2,2.511999905E-1,-8.659999818E-2
3.156568750E0,-2.161999941E-1,2.494999915E-1,3.350000083E-2
3.166495312E0,-2.651999891E-1,2.865999937E-1,4.189999774E-2
3.176421875E0,-3.076999784E-1,3.393999934E-1,2.181999981E-1
3.186348437E0,-1.560000032E-1,3.639999926E-1,1.424999982E-1
3.196273437E0,-7.169999927E-2,3.885000050E-1,4.699999932E-3
3.206201562E0,1.481999904E-1,4.944999814E-1,-1.456999928E-1
3.216126562E0,1.821999997E-1,4.068000019E-1,4.899999872E-2
3.226053125E0,2.351999879E-1,3.274999857E-1,2.258999944E-1
3.235979687E0,2.175999880E-1,3.304999769E-1,3.197999895E-1
3.245906250E0,1.986999959E-1,3.360999823E-1,2.219999880E-1
3.255831250E0,1.386999935E-1,2.849999964E-1,-1.009999961E-2
3.265757812E0,7.999999821E-2,2.803999782E-1,-3.299999982E-3
3.275684375E0,-3.889999911E-2,3.339000046E-1,1.450999975E-1
3.285610937E0,-5.240000039E-2,3.585999906E-1,2.863999903E-1
3.295537500E0,-9.250000119E-2,3.628000021E-1,1.960999966E-1
3.305464062E0,-6.790000200E-2,3.770999908E-1,7.599999662E-3
3.315390625E0,-1.188999936E-1,4.174999893E-1,-9.470000118E-2
3.325315625E0,-2.395000011E-1,4.493999779E-1,-2.324999869E-1
3.335242187E0,-3.084999919E-1,4.325999916E-1,-4.253000021E-1
3.345168750E0,-2.219999880E-1,3.676999807E-1,-4.493999779E-1
3.355096875E0,-7.140000165E-2,2.576999962E-1,-4.371999800E-1
3.365021875E0,6.140000001E-2,2.298000008E-1,-2.866999805E-1
3.374948437E0,1.476999968E-1,1.859999895E-1,1.999999949E-4
3.384875000E0,1.801999956E-1,1.541000009E-1,1.944999993E-1
3.394800000E0,2.224999964E-1,9.399999678E-2,1.858000010E-1
3.404726562E0,2.265999913E-1,2.799999900E-2,2.938999832E-1
3.414653125E0,1.709999889E-1,5.329999700E-2,2.096999884E-1
3.424579687E0,1.028999984E-1,5.979999900E-2,1.585000008E-1
3.434506250E0,6.799999624E-2,9.510000050E-2,1.251000017E-1
3.444432812E0,-1.100999936E-1,1.591999978E-1,6.589999795E-2
3.454359375E0,-2.158999890E-1,2.575999796E-1,2.699999837E-3
3.464284375E0,-2.205999941E-1,2.590000033E-1,7.490000129E-2
3.474210937E0,-1.929000020E-1,2.611999810E-1,1.061999947E-1
3.484137500E0,-1.250000000E-1,3.427000046E-1,1.189999953E-1
3.494064062E0,3.999999899E-4,3.554999828E-1,9.389999509E-2
3.503990625E0,-6.599999964E-3,3.685999811E-1,3.429999948E-2
3.513917187E0,-4.679999873E-2,3.586999774E-1,-4.849999771E-2
3.523843750E0,1.186999977E-1,3.361999989E-1,-6.409999728E-2
3.533768750E0,1.301999986E-1,3.722999990E-1,-1.769999973E-2
3.543695312E0,1.930999905E-1,3.209999800E-1,3.969999775E-2
3.553621875E0,1.877999902E-1,3.493999839E-1,7.639999688E-2
3.563548437E0,3.920000046E-2,2.933000028E-1,1.453000009E-1
3.573475000E0,-9.569999576E-2,3.565999866E-1,1.653999984E-1
3.583401562E0,-2.026999891E-1,3.671999872E-1,-3.039999865E-2
3.593326562E0,-1.653999984E-1,2.881999910E-1,-6.469999999E-2
3.603253125E0,-1.348000020E-1,3.466999829E-1,-4.559999704E-2
3.613179687E0,-2.290000021E-2,3.449999988E-1,-6.999999750E-4
3.623107812E0,2.909999900E-2,3.543999791E-1,1.557999998E-1
3.633032812E0,1.200999990E-1,4.248999953E-1,1.305000037E-1
3.642959375E0,8.959999681E-2,3.544999957E-1,-1.002999991E-1
3.652885937E0,7.379999757E-2,2.721999884E-1,-1.895999908E-1
3.662812500E0,1.347000003E-1,2.387999892E-1,-1.557999998E-1
3.672739062E0,1.387999952E-1,3.042999804E-1,5.169999972E-2
3.682664062E0,9.669999778E-2,2.847000062E-1,2.418999970E-1
3.692592187E0,1.573999971E-1,2.786999941E-1,1.754999906E-1
3.702517187E0,7.319999486E-2,3.565999866E-1,2.666999996E-1
3.712443750E0,5.759999901E-2,3.978999853E-1,2.507999837E-1
3.722368750E0,-9.889999777E-2,4.438000023E-1,9.739999473E-2
