"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.826443750E0,7.298580408E-1,9.178823471E0,1.009692311E0
1.831406250E0,7.609634995E-1,9.241034508E0,1.014471173E0
1.836368750E0,6.580798626E-1,9.317600250E0,1.014471173E0
1.841332812E0,6.365416050E-1,9.406138420E0,1.016865373E0
1.846293750E0,5.886863470E-1,9.379811287E0,1.043192029E0
1.851257812E0,6.556856632E-1,9.375033379E0,8.900492787E-1
1.856220312E0,6.676471233E-1,9.485099792E0,8.350113630E-1
1.861184375E0,6.054361463E-1,9.509031296E0,7.225509286E-1
1.866148437E0,3.948709071E-1,9.540136337E0,6.914454103E-1
1.871109375E0,1.412291676E-1,9.587991714E0,7.105894685E-1
1.876073437E0,-7.115567569E-3,9.662164688E0,7.584447861E-1
1.881037500E0,-1.985463500E-1,9.736346245E0,7.919444442E-1
1.886000000E0,-2.607572973E-1,9.736346245E0,9.044048786E-1
1.890964062E0,-4.139000177E-1,9.827268600E0,1.050364971E0
1.895926562E0,-4.043232203E-1,9.860768318E0,1.071903229E0
1.900889062E0,-3.971501887E-1,9.860768318E0,1.270507097E0
1.905853125E0,-2.344402373E-1,9.891883850E0,1.354256272E0
1.910815625E0,-9.325893968E-2,9.908634186E0,1.440399647E0
1.915778125E0,8.859504014E-2,9.994767189E0,1.493043303E0
1.920742187E0,1.364407688E-1,1.000913239E1,1.660541654E0
1.925704687E0,1.340465695E-1,1.007134342E1,1.708397031E0
1.930668750E0,2.034401149E-1,1.005698872E1,1.667714715E0
1.935632812E0,2.704394460E-1,1.013115978E1,1.615071058E0
1.940595312E0,2.560837865E-1,1.009048748E1,1.572004199E0
1.945559375E0,2.824008763E-1,1.015748692E1,1.397323132E0
1.950520312E0,3.159005344E-1,1.024362087E1,1.368611932E0
1.955484375E0,3.254773617E-1,1.028190899E1,1.296824098E0
1.960446875E0,2.632568479E-1,1.038719654E1,1.246574640E0
1.965410937E0,2.106227130E-1,1.045897484E1,1.160440803E0
1.970373437E0,2.010459006E-1,1.048530102E1,9.570485950E-1
