"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.270568750E0,-2.247984149E-2,1.154709831E-1,-4.557054490E-2
1.275531250E0,-3.267256171E-2,1.907819360E-1,-1.286307629E-2
1.280495312E0,-3.267256171E-2,1.907819360E-1,-1.286307629E-2
1.285457812E0,-3.179989755E-2,2.273989469E-1,1.858775690E-2
1.290420312E0,-3.179989755E-2,2.273989469E-1,1.858775690E-2
1.295384375E0,-4.272565991E-2,2.492853701E-1,4.712389037E-2
1.300346875E0,-4.272565991E-2,2.492853701E-1,4.712389037E-2
1.305310937E0,-6.674139202E-2,3.190810978E-1,7.805112749E-2
1.310273437E0,-6.674139202E-2,3.190810978E-1,7.805112749E-2
1.315237500E0,-9.405579418E-2,3.863286376E-1,1.043881401E-1
1.320200000E0,-9.405579418E-2,3.863286376E-1,1.043881401E-1
1.325162500E0,-1.143016145E-1,4.237310290E-1,1.241627261E-1
1.330126562E0,-1.143016145E-1,4.237310290E-1,1.241627261E-1
1.335089062E0,-1.239532828E-1,4.428947568E-1,1.386489570E-1
1.340053125E0,-1.239532828E-1,4.428947568E-1,1.386489570E-1
1.345015625E0,-1.266061813E-1,4.308868945E-1,1.438500434E-1
1.349978125E0,-1.266061813E-1,4.308868945E-1,1.438500434E-1
1.354942187E0,-1.183682308E-1,3.700098097E-1,1.381253600E-1
1.359904687E0,-1.183682308E-1,3.700098097E-1,1.381253600E-1
1.364868750E0,-1.110902056E-1,3.303908408E-1,1.299048513E-1
1.369831250E0,-1.110902056E-1,3.303908408E-1,1.299048513E-1
1.374795312E0,-1.074424684E-1,3.208613396E-1,1.199564785E-1
1.379757812E0,-1.074424684E-1,3.208613396E-1,1.199564785E-1
1.384720312E0,-1.091179848E-1,3.219085336E-1,1.060985625E-1
1.389684375E0,-1.091179848E-1,3.219085336E-1,1.060985625E-1
1.394646875E0,-1.075646430E-1,2.997777462E-1,8.934340626E-2
1.399610937E0,-1.075646430E-1,2.997777462E-1,8.934340626E-2
1.404573437E0,-9.414306283E-2,2.502627671E-1,7.483971864E-2
1.409537500E0,-9.414306283E-2,2.502627671E-1,7.483971864E-2
1.414500000E0,-7.356562465E-2,1.899441779E-1,5.747369304E-2
1.419462500E0,-7.356562465E-2,1.899441779E-1,5.747369304E-2
1.424426562E0,-5.569345504E-2,1.353851855E-1,3.164282069E-2
1.429389062E0,-5.569345504E-2,1.353851855E-1,3.164282069E-2
1.434353125E0,-4.653047770E-2,1.011767387E-1,6.422811653E-3
1.439315625E0,-4.653047770E-2,1.011767387E-1,6.422811653E-3
1.444279687E0,-2.942625061E-2,4.518657550E-2,-1.244419720E-2
1.449242187E0,-2.942625061E-2,4.518657550E-2,-1.244419720E-2
