"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.352163458E0,-3.946403507E-3,-1.822806522E-2,4.945369437E-3
2.362173458E0,4.637789913E-3,-2.032854035E-2,1.863414887E-3
2.372187458E0,5.764853209E-3,-2.247119695E-2,-2.383611863E-3
2.382173458E0,-4.892294295E-3,-2.359724417E-2,-3.585126251E-3
2.392183458E0,-1.657398418E-2,-2.474453300E-2,-9.070172906E-3
2.402184458E0,-2.081812546E-2,-1.944170333E-2,-1.235894952E-2
2.412222458E0,-1.553988736E-2,-8.730809204E-3,-9.143081494E-3
2.422232458E0,-9.177318774E-3,-1.081662346E-2,-4.780299030E-3
2.432242458E0,-1.713935751E-3,-1.184078027E-2,-3.615867347E-3
2.442221458E0,-1.027386822E-2,-1.401232276E-2,-1.577484072E-3
2.452231458E0,-2.099836618E-2,-8.721048012E-3,1.462272252E-3
2.462269458E0,-2.104062214E-2,-1.243432402E-3,3.556358628E-3
2.472248458E0,-1.682590321E-2,1.995241968E-3,7.867483422E-3
2.482258458E0,-8.190317312E-4,-4.315994214E-3,1.023687981E-2
2.492267458E0,1.414407231E-2,-1.383743528E-2,1.154088788E-2
2.502275458E0,1.416670717E-2,-1.810967736E-2,1.049399935E-2
2.512285458E0,7.825123146E-3,-2.456068993E-2,6.173192058E-3
2.522294458E0,-1.696199877E-3,-2.677138522E-2,-1.418659114E-3
2.532303458E0,-9.089934640E-3,-3.003428876E-2,-7.906918414E-3
2.542313458E0,-1.771579869E-2,-1.619149558E-2,-3.815916600E-3
2.552322458E0,-1.564500853E-2,-3.368185600E-3,-1.723055611E-3
2.562336458E0,2.405365463E-3,3.155762563E-3,5.953239743E-3
2.572346458E0,1.090481598E-2,5.346038844E-3,9.256870486E-3
2.582350458E0,4.547085613E-3,4.235464614E-3,5.989640020E-3
2.592389458E0,-6.005689502E-3,-1.185349468E-2,-1.543643652E-3
2.602399458E0,-1.017021947E-2,-3.216511384E-2,-5.765021313E-3
2.612377458E0,-1.119278651E-2,-4.710932821E-2,-5.706593860E-3
2.622417458E0,-6.924804300E-3,-5.561653152E-2,-3.473266959E-3
2.632427458E0,-9.014565498E-3,-4.604603723E-2,-9.960239753E-3
2.642436458E0,-2.947515063E-2,-4.290370643E-2,3.654170781E-3
2.652444458E0,-2.844344266E-2,-3.329022974E-2,4.688010085E-3
2.662454458E0,-1.147078816E-2,-1.717629470E-2,1.016916335E-2
2.672463458E0,1.201774692E-3,5.321578588E-3,1.663305797E-2
2.682472458E0,-5.242809188E-3,1.596303470E-2,1.756649651E-2
2.692482458E0,-1.271247957E-2,1.912173070E-2,1.638635807E-2
2.702486458E0,-2.237770706E-2,1.269112155E-2,2.270110324E-2
2.712484458E0,-5.294435192E-3,1.597807929E-2,2.183034830E-2
2.722494458E0,1.608542167E-2,2.461204305E-2,1.778660342E-2
2.732488458E0,2.781325206E-2,2.041232586E-2,2.009110525E-2
2.742528458E0,2.888964489E-2,1.614935696E-2,2.012458816E-2
2.752538458E0,6.516695023E-3,6.420298945E-3,1.775091328E-2
2.762516458E0,-1.163599081E-2,9.930097731E-4,1.861423068E-2
2.772554458E0,-2.229608782E-2,-2.268279204E-3,1.742553897E-2
2.782564458E0,-2.229209244E-2,-8.667321876E-3,1.852569170E-2
2.792553458E0,-1.589521207E-2,-1.183195598E-2,1.969514601E-2
2.802582458E0,-1.269993000E-2,-1.074858755E-2,1.973509789E-2
2.812592458E0,-1.377025433E-2,-9.035332187E-5,1.753186435E-2
2.822601458E0,-4.125349689E-3,9.545497596E-3,1.226519607E-2
2.832611458E0,7.633660920E-3,1.599831320E-2,9.177479893E-3
2.842621458E0,2.045344934E-2,2.565794997E-2,6.087474059E-3
2.852629458E0,2.258214355E-2,2.353876829E-2,7.191339042E-3
2.862631458E0,8.717608638E-3,9.601562284E-3,9.221442975E-3
2.872641458E0,-8.607182535E-4,-7.519096602E-3,1.025261916E-2
2.882658458E0,-7.232115138E-3,-2.462238446E-2,1.132844947E-2
2.892665458E0,-7.181946188E-3,-3.956570104E-2,1.033933833E-2
2.902675458E0,-8.219597861E-3,-3.318368271E-2,6.024542265E-3
2.912654458E0,-6.081864238E-3,-1.611362025E-2,1.695246901E-3
2.922694458E0,-4.959284794E-3,-1.505961362E-2,-3.639309900E-3
2.932704458E0,1.863179542E-2,-2.243257500E-2,-1.078057662E-2
2.942709458E0,3.350946680E-2,-1.380216517E-2,-6.362040062E-3
2.952722458E0,3.557814285E-2,-1.163803693E-2,-1.006252365E-3
2.962732458E0,3.659791872E-2,3.311276436E-3,2.712434025E-6
2.972722458E0,4.715570435E-2,1.300140377E-2,8.637706749E-3
2.982749458E0,4.606798291E-2,2.686525695E-2,7.486505900E-3
2.992759458E0,3.103683516E-2,3.640975803E-2,1.258938946E-2
3.002753458E0,1.717129163E-2,3.206915781E-2,1.243304927E-2
3.012776458E0,2.146519721E-2,9.683975950E-3,1.577338576E-2
3.022786458E0,1.830063388E-2,5.964922093E-5,1.471423637E-2
3.032797458E0,4.414570518E-3,-1.067271642E-2,1.779730804E-2
3.042773458E0,3.340082010E-3,-1.707333699E-2,1.995453984E-2
3.052783458E0,3.383162199E-3,-1.068930142E-2,1.458489522E-2
3.062796458E0,1.295183785E-2,4.300568253E-3,1.463446952E-2
3.072802458E0,2.254582196E-2,1.928323135E-2,1.254556421E-2
3.082812458E0,1.296553295E-2,2.242325060E-2,9.202358313E-3
3.092847458E0,1.242251950E-3,9.560159408E-3,1.018464845E-2
3.102829458E0,6.599682383E-3,-2.146151150E-3,1.137844287E-2
3.112839458E0,1.944891177E-2,-6.354640238E-3,9.427100420E-3
3.122854458E0,2.158008888E-2,-3.141527530E-3,9.441063739E-3
3.132857458E0,1.629230753E-2,-6.381122395E-3,6.186457351E-3
3.142867458E0,2.525628544E-3,-1.075136382E-2,-2.513356507E-3
3.152881458E0,-6.968146190E-3,-1.190170646E-2,-1.224479824E-2
