"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.315218750E0,-4.721365869E-3,9.875133514E0,9.355103970E-1
1.320181250E0,-3.583640978E-2,9.844018936E0,8.397997618E-1
1.325143750E0,-9.509769268E-3,9.944517136E0,7.991175056E-1
1.330107813E0,-8.369170874E-2,9.812912941E0,9.977213144E-1
1.335070313E0,-1.315470189E-1,9.918201447E0,1.150864005E0
1.340034375E0,-1.817965209E-1,9.896661758E0,1.394928932E0
1.344996875E0,-2.487958670E-1,9.877518654E0,1.493043303E0
1.349959375E0,-3.229682446E-1,9.882307053E0,1.464322567E0
1.354923438E0,-2.918627560E-1,9.788990021E0,1.445178509E0
1.359885938E0,-2.870743573E-1,9.726778984E0,1.227440238E0
1.364850000E0,-3.540737033E-1,9.760279655E0,9.761926532E-1
1.369812500E0,-3.062183857E-1,9.676529884E0,8.445882201E-1
1.374776563E0,-3.875733614E-1,9.698058128E0,6.962338090E-1
1.379739063E0,-4.330440462E-1,9.698058128E0,6.076962948E-1
1.384701563E0,-4.713225365E-1,9.712413788E0,5.574467778E-1
1.389665625E0,-5.072164536E-1,9.721991539E0,5.359085202E-1
1.394628125E0,-4.593611062E-1,9.609530449E0,5.861580372E-1
1.399592188E0,-5.120047927E-1,9.607136726E0,7.249451280E-1
1.404554688E0,-4.761109650E-1,9.690885544E0,7.895502448E-1
1.409518750E0,-5.024375916E-1,9.657385826E0,8.756936789E-1
1.414481250E0,-4.689379334E-1,9.671741486E0,8.996165395E-1
1.419445313E0,-4.162942171E-1,9.609530449E0,9.402987957E-1
1.424407813E0,-4.162942171E-1,9.678915024E0,1.026442170E0
1.429370313E0,-4.186884165E-1,9.657385826E0,1.110191226E0
1.434334375E0,-4.593611062E-1,9.666953087E0,1.050364971E0
1.439296875E0,-4.521880746E-1,9.645415306E0,1.062336087E0
1.444260938E0,-4.258614480E-1,9.700452805E0,1.112575889E0
1.449223438E0,-4.162942171E-1,9.693280220E0,1.117364407E0
1.454185938E0,-4.330440462E-1,9.664558411E0,1.045586228E0
1.459150000E0,-4.832935631E-1,9.597559929E0,9.618370533E-1
