"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.404709375E0,-3.959999979E-2,3.691999912E-1,-1.730000041E-2
3.414635938E0,5.329999700E-2,3.486000001E-1,-2.004999965E-1
3.424562500E0,1.507000029E-1,3.225999773E-1,-1.479000002E-1
3.434489063E0,1.612999886E-1,2.563000023E-1,-1.449999958E-2
3.444414063E0,2.140000015E-1,2.730999887E-1,2.426999956E-1
3.454340625E0,1.701999903E-1,2.231999934E-1,1.753999889E-1
3.464267188E0,1.748999953E-1,2.114999890E-1,1.792999953E-1
3.474192188E0,1.218999997E-1,1.794999987E-1,4.259999841E-2
3.484118750E0,-7.149999589E-2,1.973999888E-1,9.019999951E-2
3.494045313E0,-1.268000007E-1,1.994999945E-1,9.399999678E-2
3.503971875E0,-6.430000067E-2,2.133999914E-1,8.439999819E-2
3.513898438E0,-1.341999918E-1,1.662999988E-1,6.140000001E-2
3.523825000E0,-1.199999973E-1,2.061000019E-1,-7.539999485E-2
3.533751563E0,-1.821999997E-1,2.331999987E-1,-6.169999763E-2
3.543676563E0,-2.251999974E-1,2.737999856E-1,-2.230999917E-1
3.553603125E0,-1.096000001E-1,2.960000038E-1,-1.290999949E-1
3.563531250E0,-4.319999740E-2,3.290999830E-1,-1.519999932E-2
3.573456250E0,3.929999843E-2,3.098999858E-1,1.562999934E-1
3.583382813E0,7.000000030E-2,3.294999897E-1,1.826999933E-1
3.593307813E0,6.199999899E-2,4.232999980E-1,1.832000017E-1
3.603234375E0,-3.799999878E-2,3.410999775E-1,1.024999991E-1
3.613160938E0,-7.029999793E-2,4.640999734E-1,7.059999555E-2
3.623087500E0,-1.439999975E-2,4.742999971E-1,3.749999776E-2
3.633014063E0,6.960000098E-2,4.990999997E-1,-8.779999614E-2
3.642940625E0,1.253999919E-1,4.569999874E-1,4.699999839E-2
3.652867188E0,5.399999768E-2,3.989000022E-1,1.709000021E-1
3.662793750E0,-3.119999915E-2,4.892999828E-1,1.983999908E-1
3.672718750E0,-8.599999547E-2,4.914999902E-1,1.314999908E-1
3.682645313E0,-1.995999962E-1,4.467999935E-1,-2.909999900E-2
3.692573438E0,-1.251000017E-1,3.841999769E-1,-2.140999883E-1
3.702498438E0,-6.979999691E-2,3.668999970E-1,-1.621999890E-1
3.712425000E0,3.739999980E-2,2.511999905E-1,-6.169999763E-2
3.722350000E0,1.333999932E-1,3.252999783E-1,1.290999949E-1
