"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.571210000E0,3.682429552E-2,1.070933809E-1,-9.608053397E-2
1.581220000E0,3.545786061E-2,1.070607462E-1,-9.649051515E-2
1.591195000E0,3.166779821E-2,1.427104343E-1,-8.223831072E-2
1.601209000E0,2.714284358E-2,1.356833510E-1,-1.099926680E-1
1.611219000E0,2.671837684E-2,1.356463400E-1,-1.115372466E-1
1.621218000E0,8.002474217E-3,1.434473662E-1,-1.453848502E-2
1.631249000E0,-1.734119481E-2,1.479169687E-1,2.962310227E-2
1.641259000E0,-1.744353022E-2,1.479171331E-1,2.972829276E-2
1.651240000E0,1.785770838E-2,9.306824033E-2,5.872179152E-2
1.661267000E0,-7.771164305E-3,1.279140002E-1,4.118514210E-2
1.671277000E0,-7.827442613E-3,1.278988706E-1,4.041933958E-2
1.681264000E0,-4.829931691E-2,9.063661175E-2,-2.569828667E-2
1.691296000E0,-4.961282539E-2,1.217745883E-1,-3.020877857E-2
1.701306000E0,-5.014330489E-2,1.217463754E-1,-3.123316279E-2
1.711301000E0,-8.547151035E-2,1.473235037E-1,1.886792909E-2
1.721295000E0,5.644535969E-3,1.107589273E-1,4.614706190E-2
1.731305000E0,5.209533388E-3,1.107450859E-1,4.580570328E-2
1.741339000E0,-6.846034860E-3,1.048746275E-1,-1.597152395E-3
1.751326000E0,-1.160356306E-2,1.201467234E-1,-4.586976683E-2
1.761336000E0,-1.197697059E-2,1.201348006E-1,-4.616925848E-2
1.771362000E0,-2.349136476E-2,9.242401421E-2,-9.317453175E-2
1.781351000E0,-3.807634428E-2,1.276272491E-1,-1.209672888E-1
1.791361000E0,-3.893396865E-2,1.275573658E-1,-1.240542715E-1
1.801354000E0,-3.588462284E-2,1.562513797E-1,-3.723863242E-2
1.811383000E0,2.534316197E-2,1.638242549E-1,6.280053964E-2
1.821393000E0,4.093083847E-2,1.702904349E-1,1.428327507E-1
1.831408000E0,5.545997252E-2,2.014752805E-1,1.179652004E-1
1.841413000E0,3.198540252E-2,1.806467857E-1,3.459743369E-2
1.851423000E0,1.732915092E-2,1.725258985E-1,5.197470651E-3
1.861431000E0,-1.799607497E-2,1.500560355E-1,1.090947115E-2
1.871418000E0,-5.026855408E-2,1.450981905E-1,3.189478895E-2
1.881428000E0,-5.886498892E-2,9.928397675E-2,-9.360107471E-3
1.891454000E0,2.509672467E-2,4.741068175E-2,5.755571054E-2
1.901452000E0,2.285624979E-2,4.613229311E-2,5.405437953E-2
1.911462000E0,2.149857428E-2,4.610232613E-2,5.352454870E-2
1.921445000E0,2.492490561E-2,9.953984725E-2,5.905543456E-2
1.931470000E0,3.475003003E-2,1.440132670E-1,5.987929697E-3
1.941480000E0,1.169621973E-2,1.319169493E-1,-2.675438975E-2
1.951499000E0,-2.292618797E-2,1.216249726E-1,6.135907650E-3
1.961491000E0,-1.967172595E-2,1.074174446E-1,5.190086828E-3
1.971501000E0,-2.006597447E-2,1.074181298E-1,5.625029452E-3
1.981521000E0,-1.266607409E-3,6.730940985E-2,-5.746453966E-2
1.991509000E0,-3.179924293E-3,6.726708150E-2,-5.823478698E-2
2.001519000E0,2.424828911E-2,7.381522299E-2,-6.584569189E-2
2.011545000E0,1.936621350E-2,1.427445400E-1,2.202938954E-2
2.021537000E0,1.725020323E-2,1.427072914E-1,2.165627551E-2
2.031547000E0,4.735320088E-2,1.085405303E-1,7.677452966E-3
2.041536000E0,1.420315748E-2,1.130078304E-1,-1.993684465E-2
2.051560000E0,1.435230145E-2,1.129895213E-1,-2.122651886E-2
2.061570000E0,2.526520899E-2,8.840624616E-2,4.005186948E-2
2.071590000E0,3.629647924E-2,1.166199570E-1,5.587692467E-2
2.081583000E0,3.756777356E-2,1.166425876E-1,5.618331878E-2
2.091593000E0,-1.375864233E-2,1.232397543E-1,2.448433161E-2
2.101582000E0,-3.828625475E-2,1.555785845E-1,3.034386981E-2
2.111615000E0,-3.940074091E-2,1.729648417E-1,-8.041781896E-3
2.121625000E0,-3.955768383E-2,1.729773584E-1,-7.064957127E-3
2.131605000E0,-2.618305739E-2,1.305332514E-1,-3.754119157E-2
2.141622000E0,-2.618704994E-2,1.305485181E-1,-3.655702980E-2
2.151632000E0,8.076812799E-4,1.380545066E-1,-5.768470560E-2
2.161658000E0,5.512767708E-2,7.233552111E-2,-4.977355073E-2
2.171650000E0,5.505769322E-2,7.231013597E-2,-5.131404537E-2
2.181660000E0,1.465254456E-2,1.023537741E-1,1.063675450E-2
2.191681000E0,-9.067567960E-3,9.392097451E-2,4.665019653E-2
2.201673000E0,-9.837303080E-3,9.390939885E-2,4.662020214E-2
2.211683000E0,1.133254804E-2,9.374529309E-2,4.106928101E-3
2.221673000E0,1.516158922E-2,1.096178158E-1,-6.150977592E-2
2.231695000E0,1.558026356E-2,1.095971130E-1,-6.327105321E-2
2.241705000E0,3.871129937E-2,8.666993374E-2,7.601867426E-3
2.251696000E0,1.195714602E-2,1.025029695E-1,7.876987944E-2
2.261729000E0,-3.246101184E-2,9.145487476E-2,5.076448933E-2
2.271739000E0,-3.083217171E-2,9.148969310E-2,5.150008733E-2
2.281749000E0,-1.748833565E-2,1.117211141E-1,7.553785497E-3
2.291730000E0,-1.788921025E-2,1.106989203E-1,-4.614311960E-2
2.301740000E0,-1.802158002E-2,1.106888612E-1,-4.669225537E-2
2.311749000E0,-9.323082947E-2,1.427324984E-1,-3.757555082E-2
2.321755000E0,-1.038237641E-1,1.186192937E-1,6.856970981E-4
2.331765000E0,-1.061089748E-1,1.185826206E-1,5.300424259E-4
2.341779000E0,-1.945552058E-2,1.941476229E-1,6.705293636E-2
2.351790000E0,-3.405325663E-2,1.989425408E-1,2.343635068E-2
2.361800000E0,-3.346890051E-2,1.989483149E-1,2.322913998E-2
2.371808000E0,-4.473457103E-2,1.560369148E-1,-1.119858468E-1
2.381812000E0,-4.568125808E-2,1.466373786E-1,-1.077497126E-1
2.391822000E0,-4.648929304E-2,1.466108926E-1,-1.087236212E-1
2.401839000E0,-5.618815643E-3,1.147072597E-1,-5.812525675E-2
2.411847000E0,3.181094764E-2,1.119711191E-1,-5.198852170E-2
2.421857000E0,3.191421495E-2,1.119335507E-1,-5.473019432E-2
2.431836000E0,9.285761266E-2,1.810062616E-1,1.047326955E-1
2.441842000E0,3.014068364E-2,1.794665618E-1,1.174069466E-1
2.451852000E0,3.085952800E-2,1.794807413E-1,1.176737167E-1
2.461859000E0,1.617298736E-2,1.763051550E-1,1.110908025E-1
2.471894000E0,-2.065173757E-2,1.682028510E-1,1.020989269E-1
2.481904000E0,-2.097312658E-2,1.682071999E-1,1.028006019E-1
2.491895000E0,-5.938730859E-3,1.247910115E-1,2.592986839E-2
2.501917000E0,-1.986237487E-2,1.357209559E-1,-6.963798583E-3
2.511927000E0,-2.001449841E-2,1.357162690E-1,-7.152034388E-3
2.521924000E0,-3.734708000E-2,1.288468230E-1,-1.818941224E-2
2.531909000E0,-3.567271381E-2,1.216848700E-1,-5.305814189E-2
2.541919000E0,-3.571640576E-2,1.216770129E-1,-5.360958001E-2
2.551954000E0,-5.411181472E-2,1.261783456E-1,-1.924031592E-3
2.561956000E0,-6.551617845E-2,1.089914876E-1,-4.885490747E-2
2.571966000E0,-6.570356801E-2,1.089672582E-1,-5.050900712E-2
2.581952000E0,-4.174377504E-2,9.846969715E-2,1.002464467E-2
2.591985000E0,-3.539750410E-2,9.560569438E-2,4.454473694E-3
2.601995000E0,-3.715421781E-2,9.558112694E-2,4.606791093E-3
2.611982000E0,5.495965186E-2,1.043938037E-1,-2.668069427E-2
2.621978000E0,9.416787319E-2,7.338823463E-2,-4.488442877E-2
2.631988000E0,9.389186634E-2,7.338356143E-2,-4.493942914E-2
2.642004000E0,4.134181094E-2,1.160434855E-1,-6.245919929E-2
2.652031000E0,4.956105012E-2,8.055993143E-2,-3.526048282E-2
2.662041000E0,5.067635626E-2,8.056470970E-2,-3.611229195E-2
2.672030000E0,5.988649749E-2,7.458946743E-2,6.778451126E-4
2.682023000E0,-4.927578365E-2,1.376360469E-1,4.907737118E-3
2.692033000E0,-4.786533474E-2,1.376563295E-1,4.863603202E-3
2.702049000E0,-8.726177246E-2,1.686709206E-1,7.361751401E-2
2.712076000E0,-8.669558840E-2,1.686776632E-1,7.346841458E-2
2.722086000E0,-9.647432568E-2,1.626843950E-1,3.397359060E-2
2.732068000E0,-4.673107083E-2,1.210488574E-1,7.425502954E-2
2.742069000E0,-5.102038267E-2,1.244725941E-1,7.600241968E-2
2.752079000E0,-5.157925315E-2,1.244668291E-1,7.624090842E-2
2.762103000E0,-4.601778361E-2,1.518585676E-1,5.984332403E-2
2.772122000E0,-1.861150470E-3,1.290982350E-1,4.063937933E-3
2.782132000E0,-2.895530342E-3,1.290910539E-1,4.764026376E-3
2.792109000E0,-6.760819686E-3,1.724847487E-1,3.880675516E-2
2.802145000E0,2.413092681E-2,1.610716416E-1,5.389072145E-2
2.812155000E0,2.246441096E-2,1.610631449E-1,5.520320666E-2
2.822161000E0,2.070382575E-2,1.121031657E-1,3.504582834E-2
2.832138000E0,3.369062305E-3,1.412561221E-1,5.087801667E-2
2.842148000E0,2.359801763E-3,1.412373105E-1,5.052017621E-2
2.852185000E0,1.457460328E-3,1.000300267E-1,3.758326411E-2
2.862176000E0,1.804851747E-3,1.273746586E-1,5.587915393E-2
2.872186000E0,3.576725826E-4,1.273651386E-1,5.677799888E-2
2.882207000E0,-1.063616521E-2,1.460760825E-1,6.814682707E-2
2.892183000E0,1.530421217E-2,7.511598636E-2,-3.084901900E-3
2.902193000E0,1.391263537E-2,7.510956813E-2,-2.087468979E-3
2.912200000E0,6.562545286E-2,5.306987744E-2,1.179913529E-2
2.922236000E0,7.322002668E-2,2.400154346E-2,7.534159638E-3
2.932246000E0,7.303882695E-2,2.400664378E-2,8.127182079E-3
2.942223000E0,2.198164337E-2,2.295356339E-3,-2.066514962E-2
2.952259000E0,-6.689261301E-2,9.570429306E-2,2.663809411E-2
2.962269000E0,-6.712190609E-2,9.570096745E-2,2.660678638E-2
2.972276000E0,-5.006728652E-2,1.063582763E-1,-2.717915570E-2
2.982282000E0,-2.007184452E-2,6.432204911E-2,-6.016227137E-2
2.992292000E0,-2.052454235E-2,6.431861387E-2,-5.997065628E-2
3.002299000E0,5.956970503E-4,8.767541729E-2,-4.489136777E-2
3.012275000E0,-3.757041166E-2,1.369628862E-1,-4.853481352E-2
3.022285000E0,-3.710391349E-2,1.369600449E-1,-4.923559775E-2
3.032322000E0,-7.178087045E-3,1.665977903E-1,-1.861258163E-2
3.042298000E0,-4.230309776E-3,1.915552964E-1,8.755987996E-2
3.052308000E0,-4.130728096E-3,1.915536519E-1,8.731747633E-2
3.062314000E0,-1.351352065E-2,2.127456973E-1,8.680683168E-2
3.072321000E0,-1.693673651E-2,1.383284395E-1,5.336775653E-2
3.082331000E0,-1.815041520E-2,1.383171288E-1,5.378022735E-2
3.092338000E0,-1.567684883E-2,1.351485135E-1,4.057121187E-2
3.102344000E0,-1.782031018E-2,1.093751746E-1,3.813471594E-2
3.112354000E0,-1.950450015E-2,1.093563722E-1,3.838562316E-2
3.122390000E0,-1.985852165E-2,1.166768943E-1,5.585669811E-3
3.132367000E0,-7.824564687E-3,1.099208843E-1,5.549869319E-3
3.142377000E0,-9.244208690E-3,1.099066317E-1,5.852046458E-3
3.152383000E0,2.448825792E-2,8.576278391E-2,2.954428363E-2
3.162419000E0,5.081298924E-2,3.830693243E-2,-2.383762271E-2
3.172429000E0,4.980348573E-2,3.830666747E-2,-2.283771229E-2
3.182437000E0,6.411942481E-2,4.592693707E-2,-4.554425508E-2
3.192442000E0,-4.386449163E-2,1.091118489E-1,-3.629505398E-2
3.202452000E0,-4.401841959E-2,1.091162435E-1,-3.577092648E-2
3.212460000E0,-6.946250541E-2,1.224845773E-1,-3.412529844E-2
3.222436000E0,-5.417504231E-2,4.845078264E-2,-1.121380754E-1
3.232446000E0,-5.542479329E-2,4.843797358E-2,-1.119912646E-1
3.242453000E0,5.348318536E-3,2.781717144E-2,-7.458070118E-2
3.252484000E0,1.949974929E-2,5.429707553E-2,-6.362126945E-2
3.262494000E0,1.974070711E-2,5.427346283E-2,-6.570298785E-2
3.272476000E0,3.065750898E-2,9.706190689E-2,3.367159561E-2
3.282483000E0,-3.159704461E-2,1.270054983E-1,4.395650305E-2
3.292493000E0,-3.055299457E-2,1.270245839E-1,4.450690420E-2
3.302529000E0,-7.643658915E-2,1.258614174E-1,2.126036191E-2
3.312513000E0,-1.212761314E-1,1.717030856E-1,3.856698277E-2
3.322523000E0,-1.219300054E-1,1.717090059E-1,3.970234303E-2
3.332552000E0,-1.040169415E-1,2.010906799E-1,2.458141823E-2
3.342553000E0,-5.455146595E-2,2.011045122E-1,1.066218761E-2
3.352563000E0,-5.697142751E-2,2.011189841E-1,1.414368262E-2
3.362575000E0,-1.876199741E-2,1.345216646E-1,-1.681890940E-2
3.372571000E0,3.245243059E-2,1.310713414E-1,-4.369192568E-2
3.382581000E0,3.161856283E-2,1.310616021E-1,-4.367849536E-2
3.392598000E0,2.035603747E-2,1.422775941E-1,-6.377947546E-3
3.402600000E0,1.828675011E-2,1.190696937E-1,-1.670451640E-2
3.412610000E0,1.777148365E-2,1.190568938E-1,-1.720860691E-2
3.422612375E0,4.968012318E-2,7.098471380E-2,-3.900089642E-2
3.432591375E0,5.416602938E-2,1.055321561E-1,-2.937990149E-2
3.442601375E0,5.360270040E-2,1.055141850E-1,-3.025093106E-2
3.452636375E0,6.070080221E-3,1.162814124E-1,-2.113147420E-2
3.462619375E0,-6.046949230E-2,1.402314524E-1,1.588038789E-2
3.472629375E0,-6.057391078E-2,1.402328228E-1,1.607096144E-2
3.482658375E0,-5.182232373E-2,1.234768498E-1,2.657622326E-2
3.492637375E0,-2.575011219E-2,7.798965074E-2,-8.243005372E-2
3.502647375E0,-2.640290356E-2,7.795616630E-2,-8.439577798E-2
3.512652375E0,3.582016643E-2,9.513247191E-2,-3.249353926E-2
3.522679375E0,4.526720212E-2,1.257574740E-1,4.199510481E-2
3.532689375E0,4.540854486E-2,1.257387903E-1,4.039148765E-2
3.542705375E0,3.309301134E-2,1.213766396E-1,3.000662708E-2
3.552708375E0,-4.956819469E-2,9.221303022E-2,-9.273597801E-3
3.562718375E0,-4.918977933E-2,9.222077779E-2,-8.986733059E-3
3.572722375E0,-7.592146772E-2,1.102084394E-1,4.297060768E-2
3.582707375E0,-4.043742027E-2,1.212840251E-1,2.027157262E-2
3.592717375E0,-4.111878077E-2,1.212849296E-1,2.097242308E-2
3.602720375E0,1.162110357E-1,8.068722714E-2,-4.226712825E-2
3.612746375E0,9.424977989E-2,2.876118614E-2,-1.282076858E-1
3.622756375E0,9.485744264E-2,2.875920813E-2,-1.288685217E-1
3.632774375E0,-2.307730138E-3,1.037918420E-1,-7.968872370E-2
3.642765375E0,-6.169866383E-2,1.111454740E-1,-2.261822928E-2
3.652775375E0,-6.092996510E-2,1.111508644E-1,-2.285896326E-2
3.662797375E0,-1.185209417E-1,2.035354921E-1,9.872883844E-2
3.672781375E0,-1.186455148E-1,2.035661900E-1,1.012250696E-1
3.682791375E0,-1.229185229E-1,2.098945036E-1,7.132165960E-2
3.692789375E0,-6.626546716E-2,1.316381833E-1,1.785885726E-2
3.702801375E0,-6.718802531E-2,1.316451086E-1,1.922359397E-2
3.712811375E0,-3.392276322E-2,1.272947253E-1,5.987187945E-2
3.722844375E0,1.388386753E-2,1.241087876E-1,1.710999453E-2
3.732850375E0,1.161706076E-2,1.240790399E-1,1.683482023E-2
3.742860375E0,5.272781075E-2,1.099550631E-1,3.024029644E-2
3.752836375E0,1.171536799E-1,7.860888915E-2,-6.497141895E-2
3.762874375E0,1.158546205E-1,7.857686651E-2,-6.640210014E-2
3.772884375E0,1.321322182E-1,7.553932020E-2,-6.720318239E-2
3.782888375E0,-1.423920351E-2,1.561835338E-1,5.994269472E-2
3.792865375E0,-1.481028919E-2,1.561783992E-1,5.997551678E-2
3.802875375E0,-2.485916097E-2,6.949558329E-2,6.391261153E-2
