"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.940269000E0,-5.135820007E-1,9.956395569E0,5.539979553E-1
1.950341000E0,-5.285508728E-1,9.932295685E0,5.502557373E-1
1.960406000E0,-5.255570984E-1,9.902208252E0,5.713618469E-1
1.970429000E0,-4.749623108E-1,9.890083466E0,5.812413025E-1
1.980507000E0,-3.905378723E-1,9.912686462E0,5.818400574E-1
1.990567000E0,-2.923420715E-1,9.893077240E0,5.278024292E-1
2.000593000E0,-2.472857666E-1,9.928254089E0,5.004093933E-1
2.010667000E0,-2.938389587E-1,9.888287201E0,5.471122742E-1
2.020727000E0,-3.625460815E-1,9.799072723E0,5.550457764E-1
2.030750000E0,-4.209246826E-1,9.751022644E0,5.900729370E-1
2.040830000E0,-4.400848389E-1,9.767039337E0,6.324348450E-1
2.050860000E0,-4.495152283E-1,9.872569885E0,6.494993591E-1
2.060945000E0,-4.352947998E-1,9.929601288E0,6.007008362E-1
2.070997000E0,-3.299139404E-1,9.951156464E0,5.510041809E-1
2.081053000E0,-2.888992310E-1,1.001013382E1,4.956193542E-1
2.091077000E0,-2.573149109E-1,9.988728333E0,5.463638306E-1
2.101152000E0,-3.189866638E-1,9.905052338E0,5.873785400E-1
2.111186000E0,-4.297563171E-1,9.756710815E0,6.667135620E-1
2.121266000E0,-4.872367859E-1,9.714947662E0,6.276448059E-1
2.131322000E0,-4.834945679E-1,9.825867004E0,5.941145325E-1
2.141348000E0,-4.562512207E-1,9.874665527E0,5.903723145E-1
2.151402000E0,-4.713697815E-1,9.861792297E0,5.926176453E-1
2.161472000E0,-4.420307922E-1,9.868677979E0,5.616320801E-1
2.171539000E0,-4.037104797E-1,9.826914825E0,5.749543762E-1
2.181597000E0,-4.388873291E-1,9.814790039E0,5.950126648E-1
2.191633000E0,-4.173321533E-1,9.794282684E0,6.023474121E-1
2.201672000E0,-3.760180664E-1,9.811496887E0,6.053411865E-1
2.211757000E0,-3.713777161E-1,9.862989807E0,5.417234802E-1
2.221801000E0,-3.412902832E-1,9.845176849E0,5.490582275E-1
2.231864000E0,-3.652404785E-1,9.837842102E0,5.294490051E-1
2.241888000E0,-3.839515686E-1,9.834399261E0,5.185217285E-1
2.251950000E0,-3.757186890E-1,9.807305603E0,5.192701721E-1
2.262024000E0,-4.194277954E-1,9.827812958E0,5.605842590E-1
2.272075000E0,-4.083508301E-1,9.811796265E0,5.465135193E-1
2.282118000E0,-3.963757324E-1,9.874964905E0,6.192622375E-1
2.292185000E0,-3.673361206E-1,9.931098175E0,6.798861694E-1
2.302210000E0,-3.752696228E-1,9.909243622E0,7.309300232E-1
2.312270000E0,-4.641847229E-1,9.905501404E0,7.487429810E-1
2.322345000E0,-4.502636719E-1,9.899813232E0,7.191046143E-1
2.332371000E0,-4.140390015E-1,9.882299652E0,7.011419678E-1
2.342436000E0,-4.098477173E-1,9.873767395E0,6.800358582E-1
2.352479000E0,-3.709286499E-1,9.886191559E0,6.598278809E-1
2.362564000E0,-3.406915283E-1,9.898615723E0,6.721023560E-1
2.372603000E0,-3.939807129E-1,9.836644592E0,6.608757019E-1
2.382644000E0,-4.022135925E-1,9.837991791E0,6.441105652E-1
2.392697000E0,-3.966751099E-1,9.847122803E0,5.839356995E-1
2.402754000E0,-3.875440979E-1,9.872420197E0,5.557942200E-1
2.412806000E0,-3.983216858E-1,9.888586578E0,5.090913391E-1
2.422865000E0,-4.355941772E-1,9.847422180E0,5.248086548E-1
2.432936000E0,-4.614903259E-1,9.867779846E0,5.331912231E-1
2.442996000E0,-4.210743713E-1,9.876611481E0,5.306465149E-1
2.453052000E0,-4.182302856E-1,9.867181091E0,5.031037903E-1
2.463088000E0,-3.951782227E-1,9.895621948E0,5.560935974E-1
