"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.183095000E0,1.473847870E-2,-4.792257771E-2,7.529324852E-3
3.193098000E0,3.187926486E-2,-5.211612210E-2,3.490917617E-3
3.203108000E0,3.292562068E-2,-5.317020416E-2,5.646214355E-3
3.213124000E0,2.761642262E-2,-5.960441381E-2,4.542243667E-3
3.223127000E0,1.904643141E-2,-4.791058600E-2,4.376236349E-3
3.233137000E0,2.934306860E-3,-3.303603455E-2,9.438904934E-3
3.243123000E0,-8.903792128E-3,-2.880270034E-2,1.674540527E-2
3.253142000E0,-1.437188964E-2,-3.412130475E-2,2.952195331E-2
3.263152000E0,-1.236306783E-2,-4.580006376E-2,4.349422827E-2
3.273183000E0,-1.770955697E-2,-3.729450703E-2,4.231617227E-2
3.283185000E0,-2.718353458E-2,-2.352408692E-2,2.717024460E-2
3.293195000E0,-4.304665327E-2,1.935996348E-3,7.611191366E-3
3.303188000E0,-5.366282538E-2,3.065188602E-2,-4.421024118E-3
3.313215000E0,-5.584082752E-2,5.731186271E-2,-6.721676793E-3
3.323225000E0,-4.307017103E-2,6.912111491E-2,-5.549086723E-3
3.333217000E0,-2.696722373E-2,6.831467152E-2,-1.248998102E-3
3.343243000E0,-1.525102276E-2,6.518621743E-2,2.120265737E-3
3.353253000E0,-6.684432738E-3,5.989157781E-2,1.187360380E-3
3.363246000E0,-3.581772093E-3,5.674073100E-2,1.085706335E-2
3.373271000E0,1.655185246E-3,4.933628812E-2,2.164355293E-2
3.383281000E0,5.936484318E-3,3.549344465E-2,2.390351333E-2
3.393276000E0,6.572545390E-4,3.118222766E-2,1.958489791E-2
3.403288000E0,-6.795876194E-3,3.753485531E-2,1.625366881E-2
3.413298000E0,-7.780978922E-3,3.323838115E-2,9.852228686E-3
3.423305000E0,-7.698396221E-3,3.427971900E-2,2.368886955E-3
3.433315000E0,-1.089601591E-2,3.746093810E-2,1.242668717E-3
3.443325000E0,-1.088136807E-2,3.639008105E-2,1.798014273E-4
3.453330000E0,-9.788164869E-3,3.105660155E-2,-8.499399992E-4
3.463343000E0,-1.511349622E-2,1.609641314E-2,1.293998212E-3
3.473353000E0,-1.934019849E-2,3.264769446E-3,2.353918244E-4
3.483363000E0,-2.260906994E-2,-8.460487239E-3,8.800816722E-3
3.493371000E0,-1.293559745E-2,-1.993078552E-2,1.732944697E-2
3.503381000E0,-2.288279124E-3,-2.732984535E-2,2.177532762E-2
3.513390000E0,-6.501975935E-3,-1.670684107E-2,1.419009734E-2
3.523413000E0,-1.391514670E-2,-1.249960717E-2,7.662944030E-3
3.533423000E0,-6.394912023E-3,-1.674016006E-2,4.574742168E-3
3.543422000E0,-2.185365418E-3,-1.669888757E-2,9.967762046E-3
3.553431000E0,-1.102666356E-4,-1.240405440E-2,1.424430590E-2
3.563441000E0,-3.367846832E-3,4.656956065E-3,1.518653240E-2
3.573451000E0,-3.453223268E-3,1.961194538E-2,1.938319951E-2
3.583482375E0,3.955433611E-3,2.713623457E-2,2.371301875E-2
