"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.196121875E0,1.268735379E-1,9.564060211E0,1.105402946E0
1.201085938E0,1.220851392E-1,9.571242332E0,1.103008628E0
1.206048438E0,1.005468965E-1,9.587991714E0,1.203507662E0
1.211012500E0,1.531905979E-1,9.623887062E0,1.215469122E0
1.215975000E0,1.029410958E-1,9.745914459E0,1.330323815E0
1.220937500E0,4.845864139E-3,9.800951958E0,1.320756555E0
1.225901563E0,-7.890331000E-2,9.848807335E0,1.380573392E0
1.230864063E0,-7.890331000E-2,9.848807335E0,1.526543021E0
1.235828125E0,-6.215347722E-2,9.815307617E0,1.655753255E0
1.240792188E0,9.576806426E-2,9.815307617E0,1.655753255E0
1.245754688E0,1.029410958E-1,9.822490692E0,1.768213749E0
1.250718750E0,6.945100427E-2,9.932557106E0,1.806501865E0
1.255681250E0,5.988377333E-2,1.007851696E1,1.799319267E0
1.260643750E0,-3.104800731E-2,1.008569908E1,1.777781010E0
1.265606250E0,4.845864139E-3,1.012159252E1,1.921356440E0
1.270570313E0,7.184520364E-2,1.005938148E1,1.935711980E0
1.275532813E0,1.005468965E-1,1.002348804E1,1.976384759E0
1.280496875E0,8.141243458E-2,9.920595169E0,1.878279924E0
1.285459375E0,8.859504014E-2,9.889489174E0,1.734714150E0
1.290421875E0,8.620083332E-2,9.822490692E0,1.538504362E0
1.295385938E0,1.388349682E-1,9.755491257E0,1.342294812E0
1.300348438E0,2.800066769E-1,9.748308182E0,1.244190097E0
1.305312500E0,3.182947338E-1,9.822490692E0,1.196325064E0
1.310275000E0,2.776220441E-1,9.786596298E0,1.174796462E0
1.315239063E0,3.757268786E-1,9.743529320E0,1.174796462E0
1.320201563E0,2.680452466E-1,9.729164124E0,1.246574640E0
1.325164063E0,3.015449345E-1,9.693280220E0,1.277689695E0
1.330128125E0,2.632568479E-1,9.700452805E0,1.315968156E0
1.335090625E0,2.536896169E-1,9.729164124E0,1.275295496E0
1.340054688E0,1.962575018E-1,9.693280220E0,1.347073555E0
1.345018750E0,1.651520431E-1,9.738740921E0,1.323150754E0
1.349981250E0,-5.258624628E-2,9.822490692E0,1.347073555E0
1.354943750E0,-6.694187969E-2,9.865556717E0,1.409294248E0
1.359906250E0,-8.608591557E-2,9.927767754E0,1.464322567E0
1.364870313E0,-2.392190546E-1,9.901451111E0,1.512177706E0
1.369832813E0,-4.186884165E-1,9.968450546E0,1.488254905E0
1.374795313E0,-5.167931914E-1,9.973237991E0,1.526543021E0
1.379759375E0,-5.933598280E-1,9.853595734E0,1.493043303E0
1.384721875E0,-5.837925673E-1,9.666953087E0,1.686858773E0
1.389685938E0,-4.043232203E-1,1.014791012E1,1.617465258E0
1.394648438E0,-3.301508427E-1,1.034412003E1,1.126941204E0
1.399612500E0,-5.120047927E-1,1.004023838E1,8.039059043E-1
1.404575000E0,-6.723205447E-1,9.896661758E0,8.924434781E-1
1.409539063E0,-6.771089435E-1,9.784202576E0,9.857599139E-1
1.414501563E0,-5.263604522E-1,9.855990410E0,9.785868526E-1
1.419464063E0,-4.378228784E-1,9.798557281E0,9.379045963E-1
1.424428125E0,-3.780061305E-1,9.707635880E0,9.235489368E-1
1.429390625E0,-4.043232203E-1,9.664558411E0,1.009692311E0
1.434354688E0,-4.426112771E-1,9.664558411E0,1.000115514E0
1.439317188E0,-3.851887584E-1,9.690885544E0,1.112575889E0
1.444281250E0,-3.421122730E-1,9.745914459E0,1.162825465E0
1.449243750E0,-3.205740452E-1,9.796163559E0,1.213074923E0
1.454206250E0,-3.684388995E-1,9.793779373E0,1.201113582E0
1.459170313E0,-3.229682446E-1,9.748308182E0,1.069509029E0
1.464134375E0,-3.875733614E-1,9.705241203E0,1.038403511E0
1.469096875E0,-3.110068142E-1,9.645415306E0,1.009692311E0
1.474059375E0,-2.487958670E-1,9.674136162E0,8.828666210E-1
1.479023438E0,-1.626524776E-1,9.671741486E0,7.871560454E-1
1.483985938E0,-7.650911063E-2,9.681308746E0,8.685110211E-1
1.488948438E0,-7.411490381E-2,9.678915024E0,9.618370533E-1
1.493912500E0,-1.147971824E-1,9.650202751E0,1.040797710E0
1.498875000E0,-4.540364072E-2,9.774634361E0,1.117364407E0
1.503839063E0,-3.583640978E-2,9.817702293E0,1.129325747E0
1.508801563E0,-1.674408913E-1,9.774634361E0,1.107797146E0
1.513764063E0,-1.339412183E-1,9.743529320E0,1.059941769E0
1.518728125E0,-8.847054094E-2,9.738740921E0,8.900492787E-1
1.523690625E0,-2.625960298E-2,9.741134644E0,7.728003860E-1
1.528654688E0,1.651520431E-1,9.729164124E0,7.273392677E-1
1.533617188E0,1.460079998E-1,9.733952522E0,6.938396692E-1
1.538581250E0,1.484021842E-1,9.743529320E0,7.225509286E-1
1.543543750E0,1.603731960E-1,9.815307617E0,8.230499029E-1
1.548507813E0,1.866902709E-1,9.839240074E0,7.919444442E-1
1.553470313E0,1.890844703E-1,1.007613182E1,8.397997618E-1
1.558432813E0,2.034401149E-1,1.018859291E1,8.637226820E-1
1.563396875E0,1.388349682E-1,1.031780243E1,9.402987957E-1
1.568359375E0,9.338344634E-2,1.042786884E1,1.071903229E0
1.573323438E0,-6.215347722E-2,1.059536743E1,1.119758487E0
1.578285938E0,9.634267539E-3,1.074132729E1,1.222651720E0
1.583250000E0,-5.258624628E-2,1.088969135E1,1.272901297E0
1.588212500E0,-1.817965209E-1,1.090882587E1,1.550465822E0
1.593175000E0,-1.913637519E-1,1.113375568E1,1.689252973E0
1.598139063E0,-2.224692255E-1,1.127014923E1,1.753858089E0
1.603101563E0,-2.392190546E-1,1.145439720E1,1.775396347E0
1.608065625E0,-2.918627560E-1,1.154531956E1,1.890250921E0
1.613028125E0,-2.081135809E-1,1.169606876E1,1.983567357E0
1.617990625E0,-2.129019946E-1,1.165300083E1,1.918962240E0
1.622954688E0,-5.497087166E-2,1.177742290E1,1.871106982E0
1.627917188E0,7.184520364E-2,1.180375004E1,1.947673440E0
1.632881250E0,7.184520364E-2,1.192098904E1,2.081672192E0
1.637843750E0,1.053352952E-1,1.202388191E1,2.127133369E0
1.642807813E0,1.029410958E-1,1.208610249E1,2.105604649E0
1.647770313E0,9.815269709E-2,1.205977631E1,2.026634216E0
1.652734375E0,3.834553435E-2,1.207413197E1,2.038605452E0
1.657696875E0,2.451662440E-3,1.213635254E1,1.971606016E0
1.662659375E0,-5.736507475E-2,1.212916946E1,1.875895381E0
1.667623438E0,-5.258624628E-2,1.213873672E1,1.868712783E0
1.672585938E0,-1.190397050E-2,1.216506386E1,1.942894697E0
1.677548438E0,-4.721365869E-3,1.218898678E1,2.012278795E0
1.682512500E0,-2.625960298E-2,1.223923492E1,1.897423983E0
1.687475000E0,-9.565314651E-2,1.228231239E1,1.751463890E0
1.692439063E0,-1.124029830E-1,1.229427338E1,1.641397715E0
1.697401563E0,-2.033347636E-1,1.234691715E1,1.627041936E0
1.702365625E0,-2.129019946E-1,1.241391659E1,1.650964856E0
1.707328125E0,-2.368248552E-1,1.230623531E1,1.756252289E0
1.712290625E0,-2.751129270E-1,1.216985130E1,1.631820798E0
1.717254688E0,-2.751129270E-1,1.212438107E1,1.684464574E0
1.722218750E0,-2.368248552E-1,1.206217003E1,1.627041936E0
1.727181250E0,-2.081135809E-1,1.205020905E1,1.627041936E0
1.732143750E0,-1.698351055E-1,1.203823757E1,1.832818866E0
1.737107813E0,-9.804734588E-2,1.198320866E1,1.871106982E0
1.742070313E0,-1.147971824E-1,1.192098904E1,1.907000899E0
1.747034375E0,-1.770081222E-1,1.178221130E1,2.000317335E0
1.751996875E0,-2.655456960E-1,1.145439720E1,1.878279924E0
1.756959375E0,-2.440074682E-1,1.136825371E1,1.820857406E0
1.761923438E0,-2.057193965E-1,1.118639946E1,1.818463206E0
1.766885938E0,-1.530852467E-1,1.110742950E1,1.844780326E0
1.771850000E0,-1.052203774E-1,1.096386337E1,1.832818866E0
1.776812500E0,-5.019204319E-2,1.082269192E1,1.813674808E0
1.781776563E0,-1.004415527E-1,1.063365555E1,1.674897313E0
1.786739063E0,-7.172070444E-2,1.050444508E1,1.713175774E0
1.791701563E0,-1.267586201E-1,1.033934116E1,1.701214314E0
1.796665625E0,-1.722197086E-1,1.025798607E1,1.536110282E0
1.801628125E0,-1.913637519E-1,1.018380356E1,1.524148822E0
1.806590625E0,-2.607572973E-1,1.013115978E1,1.560042739E0
1.811554688E0,-3.086126149E-1,1.003784370E1,1.349467874E0
1.816518750E0,-3.827945590E-1,9.987594604E0,1.241795778E0
1.821481250E0,-4.689379334E-1,9.992383003E0,1.189152122E0
1.826443750E0,-4.473996758E-1,9.961267471E0,1.189152122E0
1.831407813E0,-5.024375916E-1,9.884700775E0,1.225046039E0
1.836370313E0,-4.976491928E-1,9.808135033E0,1.105402946E0
1.841334375E0,-4.497938752E-1,9.836845398E0,1.040797710E0
1.846296875E0,-4.043232203E-1,9.729164124E0,1.153258204E0
1.851259375E0,-3.181893826E-1,9.717203140E0,1.057547569E0
1.856223438E0,-2.583630979E-1,9.654992104E0,1.069509029E0
1.861185938E0,-2.727187276E-1,9.633453369E0,9.881540537E-1
1.866148438E0,-2.487958670E-1,9.628664970E0,9.905482531E-1
1.871112500E0,-2.870743573E-1,9.626279831E0,1.076691628E0
1.876075000E0,-3.110068142E-1,9.681308746E0,9.977213144E-1
1.881037500E0,-2.990453839E-1,9.614309311E0,1.122152686E0
1.886001563E0,-2.392190546E-1,9.583204269E0,1.124547005E0
1.890964063E0,-2.248634249E-1,9.590386391E0,1.155652523E0
1.895928125E0,-3.014395833E-1,9.506637573E0,1.028836250E0
1.900890625E0,-1.889695525E-1,9.537743568E0,1.024047971E0
1.905854688E0,-1.578640938E-1,9.580809593E0,1.026442170E0
1.910817188E0,-1.937579513E-1,9.592781067E0,1.098220348E0
1.915781250E0,-2.368248552E-1,9.671741486E0,1.198719382E0
1.920743750E0,-1.363354176E-1,9.705241203E0,1.315968156E0
1.925706250E0,-1.100087836E-1,9.702846527E0,1.217863441E0
1.930670313E0,4.313393682E-2,9.719596863E0,1.198719382E0
1.935632813E0,7.423940301E-2,9.676529884E0,1.191546321E0
1.940596875E0,6.466259807E-2,9.681308746E0,1.160440803E0
1.945559375E0,7.663360238E-2,9.745914459E0,1.124547005E0
1.950523438E0,5.746084207E-5,9.798557281E0,1.114970207E0
1.955485938E0,-1.100087836E-1,9.817702293E0,1.148469806E0
1.960450000E0,-1.482968628E-1,9.997160912E0,1.239401579E0
1.965412500E0,-2.105077952E-1,1.005219936E1,1.265718579E0
1.970375000E0,-2.655456960E-1,9.958883286E0,1.268112898E0
1.975339063E0,-2.607572973E-1,9.982805252E0,1.213074923E0
1.980301563E0,-1.865849346E-1,9.997160912E0,1.000115514E0
1.985265625E0,-7.172070444E-2,1.006655502E1,9.594427943E-1
