"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.077007813E0,2.708750963E-2,-1.387536824E-1,5.064945295E-2
1.081998438E0,3.794345632E-2,-1.060985625E-1,4.874704406E-2
1.086932813E0,3.794345632E-2,-1.060985625E-1,4.874704406E-2
1.091895313E0,4.968952388E-2,-9.213592857E-2,4.328416660E-2
1.096859375E0,4.968952388E-2,-9.213592857E-2,4.328416660E-2
1.101821875E0,6.339035928E-2,-1.087514684E-1,3.440044075E-2
1.106785938E0,6.339035928E-2,-1.087514684E-1,3.440044075E-2
1.111748438E0,7.290240377E-2,-1.287703961E-1,2.513274178E-2
1.116710938E0,7.290240377E-2,-1.287703961E-1,2.513274178E-2
1.121675000E0,6.696828455E-2,-1.996307522E-1,4.188789986E-3
1.126637500E0,6.696828455E-2,-1.996307522E-1,4.188789986E-3
1.131601563E0,6.010913849E-2,-2.751162350E-1,-2.520255372E-2
1.136564063E0,6.010913849E-2,-2.751162350E-1,-2.520255372E-2
1.141528125E0,6.082472578E-2,-3.557504714E-1,-6.237806752E-2
1.146490625E0,6.082472578E-2,-3.557504714E-1,-6.237806752E-2
1.151453125E0,6.557202339E-2,-3.616845906E-1,-8.815658092E-2
1.156417188E0,6.557202339E-2,-3.616845906E-1,-8.815658092E-2
1.161379688E0,7.037167251E-2,-3.581241071E-1,-1.011243761E-1
1.166343750E0,7.037167251E-2,-3.581241071E-1,-1.011243761E-1
1.171306250E0,7.347836345E-2,-3.545810878E-1,-9.791296721E-2
1.176270313E0,7.347836345E-2,-3.545810878E-1,-9.791296721E-2
1.181232813E0,7.414158434E-2,-3.105289936E-1,-7.806857675E-2
1.186195313E0,7.414158434E-2,-3.105289936E-1,-7.806857675E-2
1.191159375E0,7.367035002E-2,-2.653947771E-1,-5.749114603E-2
1.196121875E0,7.367035002E-2,-2.653947771E-1,-5.749114603E-2
1.201085938E0,7.501424849E-2,-2.542071939E-1,-4.979424179E-2
1.206048438E0,7.501424849E-2,-2.542071939E-1,-4.979424179E-2
1.211012500E0,7.283259183E-2,-2.082352340E-1,-3.075270168E-2
1.215975000E0,7.283259183E-2,-2.082352340E-1,-3.075270168E-2
